행정코드,행정동명,상권업종소분류명,상권업종소분류코드,점포수,매출
2623056000,양정1동,백반/한정식,I20101,60,25810000
2623056000,양정1동,국/탕/찌개류,I20102,4,29450000
2623056000,양정1동,족발/보쌈,I20103,3,13570000
2623056000,양정1동,전/부침개,I20104,,
2623056000,양정1동,국수/칼국수,I20105,8,12990000
2623056000,양정1동,냉면/밀면,I20106,2,32820000
2623056000,양정1동,돼지고기 구이/찜,I20107,29,36380000
2623056000,양정1동,소고기 구이/찜,I20108,1,36380000
2623056000,양정1동,곱창 전골/구이,I20109,5,14010000
2623056000,양정1동,닭/오리 고기 구이/찜,I20110,4,10120000
2623056000,양정1동,횟집,I20111,8,20080000
2623056000,양정1동,해산물 구이/찜,I20112,5,19420000
2623056000,양정1동,복 요리 전문,I20113,,
2623056000,양정1동,기타 한식 음식점,I20199,,
2623056000,양정1동,중국집,I20201,16,16020000
2623056000,양정1동,마라탕/훠궈,I20202,6,13310000
2623056000,양정1동,일식 회/초밥,I20301,5,19910000
2623056000,양정1동,일식 카레/돈가스/덮밥,I20302,3,15700000
2623056000,양정1동,일식 면 요리,I20303,,
2623056000,양정1동,기타 일식 음식점,I20399,2,14260000
2623056000,양정1동,경양식,I20401,7,12770000
2623056000,양정1동,파스타/스테이크,I20402,1,1210000
2623056000,양정1동,패밀리레스토랑,I20403,,
2623056000,양정1동,기타 서양식 음식점,I20499,,
2623056000,양정1동,베트남식 전문,I20501,1,32020000
2623056000,양정1동,기타 동남아식 전문,I20599,1,7120000
2623056000,양정1동,구내식당,I20701,4,23790000
2623056000,양정1동,뷔페,I20702,1,11770000
2623056000,양정1동,빵/도넛,I21001,8,20500000
2623056000,양정1동,떡/한과,I21002,3,9320000
2623056000,양정1동,피자,I21003,7,25820000
2623056000,양정1동,버거,I21004,4,44300000
2623056000,양정1동,토스트/샌드위치/샐러드,I21005,3,11830000
2623056000,양정1동,치킨,I21006,31,7740000
2623056000,양정1동,김밥/만두/분식,I21007,20,25820000
2623056000,양정1동,아이스크림/빙수,I21008,1,25820000
2623056000,양정1동,그 외 기타 간이 음식점,I21099,3,8470000
2623056000,양정1동,일반 유흥주점,I21101,14,10260000
2623056000,양정1동,무도 유흥주점,I21102,,
2623056000,양정1동,생맥주 전문,I21103,7,17430000
2623056000,양정1동,요리주점,I21104,46,12750000
2623056000,양정1동,카페,I21201,51,25820000
2623057000,양정2동,백반/한정식,I20101,49,26020000
2623057000,양정2동,국/탕/찌개류,I20102,12,27810000
2623057000,양정2동,족발/보쌈,I20103,,14620000
2623057000,양정2동,전/부침개,I20104,,
2623057000,양정2동,국수/칼국수,I20105,7,17740000
2623057000,양정2동,냉면/밀면,I20106,2,17120000
2623057000,양정2동,돼지고기 구이/찜,I20107,6,49270000
2623057000,양정2동,소고기 구이/찜,I20108,,49270000
2623057000,양정2동,곱창 전골/구이,I20109,,
2623057000,양정2동,닭/오리 고기 구이/찜,I20110,3,11330000
2623057000,양정2동,횟집,I20111,5,26410000
2623057000,양정2동,해산물 구이/찜,I20112,4,20720000
2623057000,양정2동,복 요리 전문,I20113,,
2623057000,양정2동,기타 한식 음식점,I20199,,
2623057000,양정2동,중국집,I20201,11,17260000
2623057000,양정2동,마라탕/훠궈,I20202,,
2623057000,양정2동,일식 회/초밥,I20301,4,24980000
2623057000,양정2동,일식 카레/돈가스/덮밥,I20302,,
2623057000,양정2동,일식 면 요리,I20303,,
2623057000,양정2동,기타 일식 음식점,I20399,,
2623057000,양정2동,경양식,I20401,4,19940000
2623057000,양정2동,파스타/스테이크,I20402,,
2623057000,양정2동,패밀리레스토랑,I20403,,
2623057000,양정2동,기타 서양식 음식점,I20499,,
2623057000,양정2동,베트남식 전문,I20501,1,27030000
2623057000,양정2동,기타 동남아식 전문,I20599,,
2623057000,양정2동,구내식당,I20701,2,26850000
2623057000,양정2동,뷔페,I20702,1,13150000
2623057000,양정2동,빵/도넛,I21001,11,23480000
2623057000,양정2동,떡/한과,I21002,3,9350000
2623057000,양정2동,피자,I21003,7,40870000
2623057000,양정2동,버거,I21004,2,19740000
2623057000,양정2동,토스트/샌드위치/샐러드,I21005,1,9350000
2623057000,양정2동,치킨,I21006,8,8570000
2623057000,양정2동,김밥/만두/분식,I21007,8,40870000
2623057000,양정2동,아이스크림/빙수,I21008,,40870000
2623057000,양정2동,그 외 기타 간이 음식점,I21099,,
2623057000,양정2동,일반 유흥주점,I21101,6,
2623057000,양정2동,무도 유흥주점,I21102,1,17230000
2623057000,양정2동,생맥주 전문,I21103,,17230000
2623057000,양정2동,요리주점,I21104,15,10950000
2623057000,양정2동,카페,I21201,47,40870000
2623060000,전포1동,백반/한정식,I20101,127,25280000
2623060000,전포1동,국/탕/찌개류,I20102,4,30150000
2623060000,전포1동,족발/보쌈,I20103,2,17730000
2623060000,전포1동,전/부침개,I20104,,
2623060000,전포1동,국수/칼국수,I20105,5,21900000
2623060000,전포1동,냉면/밀면,I20106,,
2623060000,전포1동,돼지고기 구이/찜,I20107,26,41790000
2623060000,전포1동,소고기 구이/찜,I20108,,
2623060000,전포1동,곱창 전골/구이,I20109,1,17480000
2623060000,전포1동,닭/오리 고기 구이/찜,I20110,4,15320000
2623060000,전포1동,횟집,I20111,4,23960000
2623060000,전포1동,해산물 구이/찜,I20112,3,19340000
2623060000,전포1동,복 요리 전문,I20113,,
2623060000,전포1동,기타 한식 음식점,I20199,1,18880000
2623060000,전포1동,중국집,I20201,15,19280000
2623060000,전포1동,마라탕/훠궈,I20202,3,20540000
2623060000,전포1동,일식 회/초밥,I20301,65,26620000
2623060000,전포1동,일식 카레/돈가스/덮밥,I20302,9,25420000
2623060000,전포1동,일식 면 요리,I20303,2,23150000
2623060000,전포1동,기타 일식 음식점,I20399,3,20480000
2623060000,전포1동,경양식,I20401,88,19860000
2623060000,전포1동,파스타/스테이크,I20402,7,21010000
2623060000,전포1동,패밀리레스토랑,I20403,2,153200000
2623060000,전포1동,기타 서양식 음식점,I20499,1,13630000
2623060000,전포1동,베트남식 전문,I20501,11,32610000
2623060000,전포1동,기타 동남아식 전문,I20599,1,3910000
2623060000,전포1동,구내식당,I20701,,
2623060000,전포1동,뷔페,I20702,1,162020000
2623060000,전포1동,빵/도넛,I21001,63,14870000
2623060000,전포1동,떡/한과,I21002,2,9100000
2623060000,전포1동,피자,I21003,34,24130000
2623060000,전포1동,버거,I21004,5,47420000
2623060000,전포1동,토스트/샌드위치/샐러드,I21005,2,14520000
2623060000,전포1동,치킨,I21006,15,10710000
2623060000,전포1동,김밥/만두/분식,I21007,33,24130000
2623060000,전포1동,아이스크림/빙수,I21008,2,33060000
2623060000,전포1동,그 외 기타 간이 음식점,I21099,3,11910000
2623060000,전포1동,일반 유흥주점,I21101,4,20550000
2623060000,전포1동,무도 유흥주점,I21102,,
2623060000,전포1동,생맥주 전문,I21103,12,24920000
2623060000,전포1동,요리주점,I21104,65,19320000
2623060000,전포1동,카페,I21201,201,24130000
2623061000,전포2동,백반/한정식,I20101,90,24170000
2623061000,전포2동,국/탕/찌개류,I20102,9,34300000
2623061000,전포2동,족발/보쌈,I20103,1,20230000
2623061000,전포2동,전/부침개,I20104,,
2623061000,전포2동,국수/칼국수,I20105,3,22650000
2623061000,전포2동,냉면/밀면,I20106,2,46060000
2623061000,전포2동,돼지고기 구이/찜,I20107,21,47380000
2623061000,전포2동,소고기 구이/찜,I20108,1,47630000
2623061000,전포2동,곱창 전골/구이,I20109,6,18410000
2623061000,전포2동,닭/오리 고기 구이/찜,I20110,6,16920000
2623061000,전포2동,횟집,I20111,6,27300000
2623061000,전포2동,해산물 구이/찜,I20112,3,20980000
2623061000,전포2동,복 요리 전문,I20113,,
2623061000,전포2동,기타 한식 음식점,I20199,,
2623061000,전포2동,중국집,I20201,14,23830000
2623061000,전포2동,마라탕/훠궈,I20202,,
2623061000,전포2동,일식 회/초밥,I20301,22,26730000
2623061000,전포2동,일식 카레/돈가스/덮밥,I20302,2,27760000
2623061000,전포2동,일식 면 요리,I20303,1,24730000
2623061000,전포2동,기타 일식 음식점,I20399,2,19690000
2623061000,전포2동,경양식,I20401,13,15870000
2623061000,전포2동,파스타/스테이크,I20402,1,22060000
2623061000,전포2동,패밀리레스토랑,I20403,,
2623061000,전포2동,기타 서양식 음식점,I20499,,
2623061000,전포2동,베트남식 전문,I20501,3,38270000
2623061000,전포2동,기타 동남아식 전문,I20599,,
2623061000,전포2동,구내식당,I20701,,
2623061000,전포2동,뷔페,I20702,1,
2623061000,전포2동,빵/도넛,I21001,24,16230000
2623061000,전포2동,떡/한과,I21002,3,9750000
2623061000,전포2동,피자,I21003,15,27420000
2623061000,전포2동,버거,I21004,2,54310000
2623061000,전포2동,토스트/샌드위치/샐러드,I21005,,
2623061000,전포2동,치킨,I21006,12,12040000
2623061000,전포2동,김밥/만두/분식,I21007,13,27420000
2623061000,전포2동,아이스크림/빙수,I21008,3,27420000
2623061000,전포2동,그 외 기타 간이 음식점,I21099,3,13020000
2623061000,전포2동,일반 유흥주점,I21101,9,20400000
2623061000,전포2동,무도 유흥주점,I21102,,
2623061000,전포2동,생맥주 전문,I21103,9,25650000
2623061000,전포2동,요리주점,I21104,32,15900000
2623061000,전포2동,카페,I21201,82,28420000
2623064000,부암1동,백반/한정식,I20101,15,32320000
2623064000,부암1동,국/탕/찌개류,I20102,5,20990000
2623064000,부암1동,족발/보쌈,I20103,1,
2623064000,부암1동,전/부침개,I20104,,
2623064000,부암1동,국수/칼국수,I20105,3,21110000
2623064000,부암1동,냉면/밀면,I20106,1,34110000
2623064000,부암1동,돼지고기 구이/찜,I20107,13,51430000
2623064000,부암1동,소고기 구이/찜,I20108,1,38180000
2623064000,부암1동,곱창 전골/구이,I20109,1,17600000
2623064000,부암1동,닭/오리 고기 구이/찜,I20110,2,17810000
2623064000,부암1동,횟집,I20111,2,21290000
2623064000,부암1동,해산물 구이/찜,I20112,1,21530000
2623064000,부암1동,복 요리 전문,I20113,,
2623064000,부암1동,기타 한식 음식점,I20199,1,22780000
2623064000,부암1동,중국집,I20201,5,23100000
2623064000,부암1동,마라탕/훠궈,I20202,,
2623064000,부암1동,일식 회/초밥,I20301,4,44610000
2623064000,부암1동,일식 카레/돈가스/덮밥,I20302,1,30350000
2623064000,부암1동,일식 면 요리,I20303,,
2623064000,부암1동,기타 일식 음식점,I20399,,
2623064000,부암1동,경양식,I20401,2,21460000
2623064000,부암1동,파스타/스테이크,I20402,,
2623064000,부암1동,패밀리레스토랑,I20403,,
2623064000,부암1동,기타 서양식 음식점,I20499,,
2623064000,부암1동,베트남식 전문,I20501,,
2623064000,부암1동,기타 동남아식 전문,I20599,,
2623064000,부암1동,구내식당,I20701,6,10340000
2623064000,부암1동,뷔페,I20702,1,62280000
2623064000,부암1동,빵/도넛,I21001,6,23200000
2623064000,부암1동,떡/한과,I21002,1,
2623064000,부암1동,피자,I21003,9,31690000
2623064000,부암1동,버거,I21004,2,68910000
2623064000,부암1동,토스트/샌드위치/샐러드,I21005,,
2623064000,부암1동,치킨,I21006,15,10270000
2623064000,부암1동,김밥/만두/분식,I21007,8,31690000
2623064000,부암1동,아이스크림/빙수,I21008,2,31690000
2623064000,부암1동,그 외 기타 간이 음식점,I21099,1,13200000
2623064000,부암1동,일반 유흥주점,I21101,7,17900000
2623064000,부암1동,무도 유흥주점,I21102,,
2623064000,부암1동,생맥주 전문,I21103,1,26920000
2623064000,부암1동,요리주점,I21104,6,14040000
2623064000,부암1동,카페,I21201,26,31690000
2623066000,부암3동,백반/한정식,I20101,27,11990000
2623066000,부암3동,국/탕/찌개류,I20102,2,14070000
2623066000,부암3동,족발/보쌈,I20103,,
2623066000,부암3동,전/부침개,I20104,,
2623066000,부암3동,국수/칼국수,I20105,2,9100000
2623066000,부암3동,냉면/밀면,I20106,,
2623066000,부암3동,돼지고기 구이/찜,I20107,13,29550000
2623066000,부암3동,소고기 구이/찜,I20108,,
2623066000,부암3동,곱창 전골/구이,I20109,1,12040000
2623066000,부암3동,닭/오리 고기 구이/찜,I20110,,
2623066000,부암3동,횟집,I20111,12,12600000
2623066000,부암3동,해산물 구이/찜,I20112,2,25540000
2623066000,부암3동,복 요리 전문,I20113,,
2623066000,부암3동,기타 한식 음식점,I20199,,
2623066000,부암3동,중국집,I20201,10,10620000
2623066000,부암3동,마라탕/훠궈,I20202,3,10030000
2623066000,부암3동,일식 회/초밥,I20301,3,26440000
2623066000,부암3동,일식 카레/돈가스/덮밥,I20302,1,14490000
2623066000,부암3동,일식 면 요리,I20303,,
2623066000,부암3동,기타 일식 음식점,I20399,,
2623066000,부암3동,경양식,I20401,,12880000
2623066000,부암3동,파스타/스테이크,I20402,,
2623066000,부암3동,패밀리레스토랑,I20403,,
2623066000,부암3동,기타 서양식 음식점,I20499,,
2623066000,부암3동,베트남식 전문,I20501,,
2623066000,부암3동,기타 동남아식 전문,I20599,,
2623066000,부암3동,구내식당,I20701,,11460000
2623066000,부암3동,뷔페,I20702,1,6930000
2623066000,부암3동,빵/도넛,I21001,10,14820000
2623066000,부암3동,떡/한과,I21002,5,6150000
2623066000,부암3동,피자,I21003,4,20220000
2623066000,부암3동,버거,I21004,,
2623066000,부암3동,토스트/샌드위치/샐러드,I21005,1,
2623066000,부암3동,치킨,I21006,13,8290000
2623066000,부암3동,김밥/만두/분식,I21007,4,20220000
2623066000,부암3동,아이스크림/빙수,I21008,,20220000
2623066000,부암3동,그 외 기타 간이 음식점,I21099,,
2623066000,부암3동,일반 유흥주점,I21101,2,8390000
2623066000,부암3동,무도 유흥주점,I21102,,
2623066000,부암3동,생맥주 전문,I21103,2,11730000
2623066000,부암3동,요리주점,I21104,13,6500000
2623066000,부암3동,카페,I21201,12,20220000
2623067000,당감1동,백반/한정식,I20101,43,12730000
2623067000,당감1동,국/탕/찌개류,I20102,11,18410000
2623067000,당감1동,족발/보쌈,I20103,5,12670000
2623067000,당감1동,전/부침개,I20104,,
2623067000,당감1동,국수/칼국수,I20105,9,24710000
2623067000,당감1동,냉면/밀면,I20106,4,12400000
2623067000,당감1동,돼지고기 구이/찜,I20107,26,48270000
2623067000,당감1동,소고기 구이/찜,I20108,,
2623067000,당감1동,곱창 전골/구이,I20109,2,15940000
2623067000,당감1동,닭/오리 고기 구이/찜,I20110,4,12080000
2623067000,당감1동,횟집,I20111,18,14720000
2623067000,당감1동,해산물 구이/찜,I20112,8,34480000
2623067000,당감1동,복 요리 전문,I20113,1,8880000
2623067000,당감1동,기타 한식 음식점,I20199,,
2623067000,당감1동,중국집,I20201,11,13060000
2623067000,당감1동,마라탕/훠궈,I20202,2,11550000
2623067000,당감1동,일식 회/초밥,I20301,4,37350000
2623067000,당감1동,일식 카레/돈가스/덮밥,I20302,1,11150000
2623067000,당감1동,일식 면 요리,I20303,,
2623067000,당감1동,기타 일식 음식점,I20399,1,7170000
2623067000,당감1동,경양식,I20401,4,14560000
2623067000,당감1동,파스타/스테이크,I20402,,
2623067000,당감1동,패밀리레스토랑,I20403,,
2623067000,당감1동,기타 서양식 음식점,I20499,,
2623067000,당감1동,베트남식 전문,I20501,1,11140000
2623067000,당감1동,기타 동남아식 전문,I20599,,
2623067000,당감1동,구내식당,I20701,,
2623067000,당감1동,뷔페,I20702,,
2623067000,당감1동,빵/도넛,I21001,12,15360000
2623067000,당감1동,떡/한과,I21002,13,8410000
2623067000,당감1동,피자,I21003,7,25620000
2623067000,당감1동,버거,I21004,2,43210000
2623067000,당감1동,토스트/샌드위치/샐러드,I21005,1,13830000
2623067000,당감1동,치킨,I21006,18,8540000
2623067000,당감1동,김밥/만두/분식,I21007,16,25620000
2623067000,당감1동,아이스크림/빙수,I21008,1,25620000
2623067000,당감1동,그 외 기타 간이 음식점,I21099,6,6040000
2623067000,당감1동,일반 유흥주점,I21101,4,10760000
2623067000,당감1동,무도 유흥주점,I21102,1,
2623067000,당감1동,생맥주 전문,I21103,1,
2623067000,당감1동,요리주점,I21104,46,7720000
2623067000,당감1동,카페,I21201,27,25620000
2623068000,당감2동,백반/한정식,I20101,15,19160000
2623068000,당감2동,국/탕/찌개류,I20102,1,20460000
2623068000,당감2동,족발/보쌈,I20103,1,19160000
2623068000,당감2동,전/부침개,I20104,,
2623068000,당감2동,국수/칼국수,I20105,1,20920000
2623068000,당감2동,냉면/밀면,I20106,3,24630000
2623068000,당감2동,돼지고기 구이/찜,I20107,2,45560000
2623068000,당감2동,소고기 구이/찜,I20108,,
2623068000,당감2동,곱창 전골/구이,I20109,2,18600000
2623068000,당감2동,닭/오리 고기 구이/찜,I20110,1,14900000
2623068000,당감2동,횟집,I20111,2,17640000
2623068000,당감2동,해산물 구이/찜,I20112,1,23540000
2623068000,당감2동,복 요리 전문,I20113,,
2623068000,당감2동,기타 한식 음식점,I20199,,
2623068000,당감2동,중국집,I20201,5,21160000
2623068000,당감2동,마라탕/훠궈,I20202,,
2623068000,당감2동,일식 회/초밥,I20301,,
2623068000,당감2동,일식 카레/돈가스/덮밥,I20302,,
2623068000,당감2동,일식 면 요리,I20303,,
2623068000,당감2동,기타 일식 음식점,I20399,,
2623068000,당감2동,경양식,I20401,2,19290000
2623068000,당감2동,파스타/스테이크,I20402,,
2623068000,당감2동,패밀리레스토랑,I20403,,
2623068000,당감2동,기타 서양식 음식점,I20499,,
2623068000,당감2동,베트남식 전문,I20501,1,28930000
2623068000,당감2동,기타 동남아식 전문,I20599,,
2623068000,당감2동,구내식당,I20701,3,32720000
2623068000,당감2동,뷔페,I20702,,
2623068000,당감2동,빵/도넛,I21001,1,27210000
2623068000,당감2동,떡/한과,I21002,1,8780000
2623068000,당감2동,피자,I21003,2,44640000
2623068000,당감2동,버거,I21004,,
2623068000,당감2동,토스트/샌드위치/샐러드,I21005,,
2623068000,당감2동,치킨,I21006,1,10500000
2623068000,당감2동,김밥/만두/분식,I21007,7,44640000
2623068000,당감2동,아이스크림/빙수,I21008,,44640000
2623068000,당감2동,그 외 기타 간이 음식점,I21099,,6480000
2623068000,당감2동,일반 유흥주점,I21101,3,20170000
2623068000,당감2동,무도 유흥주점,I21102,,
2623068000,당감2동,생맥주 전문,I21103,1,27680000
2623068000,당감2동,요리주점,I21104,7,11940000
2623068000,당감2동,카페,I21201,11,44640000
2623070000,당감4동,백반/한정식,I20101,29,15510000
2623070000,당감4동,국/탕/찌개류,I20102,2,13110000
2623070000,당감4동,족발/보쌈,I20103,4,12150000
2623070000,당감4동,전/부침개,I20104,,
2623070000,당감4동,국수/칼국수,I20105,3,6940000
2623070000,당감4동,냉면/밀면,I20106,2,10650000
2623070000,당감4동,돼지고기 구이/찜,I20107,24,32850000
2623070000,당감4동,소고기 구이/찜,I20108,3,18260000
2623070000,당감4동,곱창 전골/구이,I20109,1,9360000
2623070000,당감4동,닭/오리 고기 구이/찜,I20110,3,8190000
2623070000,당감4동,횟집,I20111,8,16780000
2623070000,당감4동,해산물 구이/찜,I20112,4,20730000
2623070000,당감4동,복 요리 전문,I20113,,
2623070000,당감4동,기타 한식 음식점,I20199,,
2623070000,당감4동,중국집,I20201,8,9150000
2623070000,당감4동,마라탕/훠궈,I20202,,
2623070000,당감4동,일식 회/초밥,I20301,2,14650000
2623070000,당감4동,일식 카레/돈가스/덮밥,I20302,1,
2623070000,당감4동,일식 면 요리,I20303,1,10920000
2623070000,당감4동,기타 일식 음식점,I20399,,
2623070000,당감4동,경양식,I20401,2,13720000
2623070000,당감4동,파스타/스테이크,I20402,1,35070000
2623070000,당감4동,패밀리레스토랑,I20403,,
2623070000,당감4동,기타 서양식 음식점,I20499,,
2623070000,당감4동,베트남식 전문,I20501,,
2623070000,당감4동,기타 동남아식 전문,I20599,,
2623070000,당감4동,구내식당,I20701,,
2623070000,당감4동,뷔페,I20702,,
2623070000,당감4동,빵/도넛,I21001,6,17930000
2623070000,당감4동,떡/한과,I21002,2,7740000
2623070000,당감4동,피자,I21003,1,21100000
2623070000,당감4동,버거,I21004,1,48180000
2623070000,당감4동,토스트/샌드위치/샐러드,I21005,,
2623070000,당감4동,치킨,I21006,15,7340000
2623070000,당감4동,김밥/만두/분식,I21007,9,21100000
2623070000,당감4동,아이스크림/빙수,I21008,1,21100000
2623070000,당감4동,그 외 기타 간이 음식점,I21099,2,
2623070000,당감4동,일반 유흥주점,I21101,,
2623070000,당감4동,무도 유흥주점,I21102,,
2623070000,당감4동,생맥주 전문,I21103,9,14900000
2623070000,당감4동,요리주점,I21104,22,10270000
2623070000,당감4동,카페,I21201,15,21100000
2623071000,가야1동,백반/한정식,I20101,44,27020000
2623071000,가야1동,국/탕/찌개류,I20102,5,17770000
2623071000,가야1동,족발/보쌈,I20103,4,11350000
2623071000,가야1동,전/부침개,I20104,,
2623071000,가야1동,국수/칼국수,I20105,4,10610000
2623071000,가야1동,냉면/밀면,I20106,2,12910000
2623071000,가야1동,돼지고기 구이/찜,I20107,22,28190000
2623071000,가야1동,소고기 구이/찜,I20108,2,20630000
2623071000,가야1동,곱창 전골/구이,I20109,1,14560000
2623071000,가야1동,닭/오리 고기 구이/찜,I20110,3,6210000
2623071000,가야1동,횟집,I20111,3,14330000
2623071000,가야1동,해산물 구이/찜,I20112,9,10200000
2623071000,가야1동,복 요리 전문,I20113,,
2623071000,가야1동,기타 한식 음식점,I20199,,3610000
2623071000,가야1동,중국집,I20201,10,9890000
2623071000,가야1동,마라탕/훠궈,I20202,2,14200000
2623071000,가야1동,일식 회/초밥,I20301,4,9670000
2623071000,가야1동,일식 카레/돈가스/덮밥,I20302,2,10600000
2623071000,가야1동,일식 면 요리,I20303,,
2623071000,가야1동,기타 일식 음식점,I20399,,
2623071000,가야1동,경양식,I20401,5,21000000
2623071000,가야1동,파스타/스테이크,I20402,,
2623071000,가야1동,패밀리레스토랑,I20403,,
2623071000,가야1동,기타 서양식 음식점,I20499,,
2623071000,가야1동,베트남식 전문,I20501,3,8380000
2623071000,가야1동,기타 동남아식 전문,I20599,,
2623071000,가야1동,구내식당,I20701,1,
2623071000,가야1동,뷔페,I20702,1,4360000
2623071000,가야1동,빵/도넛,I21001,6,18620000
2623071000,가야1동,떡/한과,I21002,3,5840000
2623071000,가야1동,피자,I21003,5,22380000
2623071000,가야1동,버거,I21004,3,62440000
2623071000,가야1동,토스트/샌드위치/샐러드,I21005,3,11700000
2623071000,가야1동,치킨,I21006,25,7520000
2623071000,가야1동,김밥/만두/분식,I21007,20,22380000
2623071000,가야1동,아이스크림/빙수,I21008,1,22380000
2623071000,가야1동,그 외 기타 간이 음식점,I21099,6,9070000
2623071000,가야1동,일반 유흥주점,I21101,2,7430000
2623071000,가야1동,무도 유흥주점,I21102,,
2623071000,가야1동,생맥주 전문,I21103,4,15850000
2623071000,가야1동,요리주점,I21104,31,8050000
2623071000,가야1동,카페,I21201,30,22380000
2623072000,가야2동,백반/한정식,I20101,51,26490000
2623072000,가야2동,국/탕/찌개류,I20102,7,16250000
2623072000,가야2동,족발/보쌈,I20103,3,11330000
2623072000,가야2동,전/부침개,I20104,,
2623072000,가야2동,국수/칼국수,I20105,7,18350000
2623072000,가야2동,냉면/밀면,I20106,1,12640000
2623072000,가야2동,돼지고기 구이/찜,I20107,23,25150000
2623072000,가야2동,소고기 구이/찜,I20108,2,18560000
2623072000,가야2동,곱창 전골/구이,I20109,3,14700000
2623072000,가야2동,닭/오리 고기 구이/찜,I20110,3,6950000
2623072000,가야2동,횟집,I20111,9,13110000
2623072000,가야2동,해산물 구이/찜,I20112,7,18210000
2623072000,가야2동,복 요리 전문,I20113,,
2623072000,가야2동,기타 한식 음식점,I20199,1,
2623072000,가야2동,중국집,I20201,11,11250000
2623072000,가야2동,마라탕/훠궈,I20202,,
2623072000,가야2동,일식 회/초밥,I20301,2,16500000
2623072000,가야2동,일식 카레/돈가스/덮밥,I20302,1,10970000
2623072000,가야2동,일식 면 요리,I20303,1,10000000
2623072000,가야2동,기타 일식 음식점,I20399,,
2623072000,가야2동,경양식,I20401,1,10030000
2623072000,가야2동,파스타/스테이크,I20402,,
2623072000,가야2동,패밀리레스토랑,I20403,,
2623072000,가야2동,기타 서양식 음식점,I20499,,
2623072000,가야2동,베트남식 전문,I20501,1,8550000
2623072000,가야2동,기타 동남아식 전문,I20599,,
2623072000,가야2동,구내식당,I20701,,
2623072000,가야2동,뷔페,I20702,,
2623072000,가야2동,빵/도넛,I21001,4,24820000
2623072000,가야2동,떡/한과,I21002,2,8940000
2623072000,가야2동,피자,I21003,2,21730000
2623072000,가야2동,버거,I21004,,
2623072000,가야2동,토스트/샌드위치/샐러드,I21005,1,13290000
2623072000,가야2동,치킨,I21006,12,9740000
2623072000,가야2동,김밥/만두/분식,I21007,10,21730000
2623072000,가야2동,아이스크림/빙수,I21008,1,21730000
2623072000,가야2동,그 외 기타 간이 음식점,I21099,1,
2623072000,가야2동,일반 유흥주점,I21101,1,9660000
2623072000,가야2동,무도 유흥주점,I21102,,
2623072000,가야2동,생맥주 전문,I21103,2,13160000
2623072000,가야2동,요리주점,I21104,23,8220000
2623072000,가야2동,카페,I21201,30,21730000
2623074000,개금1동,백반/한정식,I20101,70,11690000
2623074000,개금1동,국/탕/찌개류,I20102,12,18460000
2623074000,개금1동,족발/보쌈,I20103,7,17250000
2623074000,개금1동,전/부침개,I20104,1,14070000
2623074000,개금1동,국수/칼국수,I20105,12,43100000
2623074000,개금1동,냉면/밀면,I20106,1,12750000
2623074000,개금1동,돼지고기 구이/찜,I20107,25,20310000
2623074000,개금1동,소고기 구이/찜,I20108,1,25250000
2623074000,개금1동,곱창 전골/구이,I20109,6,14680000
2623074000,개금1동,닭/오리 고기 구이/찜,I20110,3,8650000
2623074000,개금1동,횟집,I20111,17,16900000
2623074000,개금1동,해산물 구이/찜,I20112,14,21910000
2623074000,개금1동,복 요리 전문,I20113,1,12870000
2623074000,개금1동,기타 한식 음식점,I20199,,
2623074000,개금1동,중국집,I20201,10,12870000
2623074000,개금1동,마라탕/훠궈,I20202,1,11800000
2623074000,개금1동,일식 회/초밥,I20301,4,15410000
2623074000,개금1동,일식 카레/돈가스/덮밥,I20302,1,11760000
2623074000,개금1동,일식 면 요리,I20303,1,9620000
2623074000,개금1동,기타 일식 음식점,I20399,1,8830000
2623074000,개금1동,경양식,I20401,8,13080000
2623074000,개금1동,파스타/스테이크,I20402,1,7820000
2623074000,개금1동,패밀리레스토랑,I20403,,
2623074000,개금1동,기타 서양식 음식점,I20499,,
2623074000,개금1동,베트남식 전문,I20501,1,10280000
2623074000,개금1동,기타 동남아식 전문,I20599,,
2623074000,개금1동,구내식당,I20701,2,41140000
2623074000,개금1동,뷔페,I20702,,
2623074000,개금1동,빵/도넛,I21001,10,24060000
2623074000,개금1동,떡/한과,I21002,9,10760000
2623074000,개금1동,피자,I21003,12,26430000
2623074000,개금1동,버거,I21004,5,42380000
2623074000,개금1동,토스트/샌드위치/샐러드,I21005,1,12150000
2623074000,개금1동,치킨,I21006,24,9420000
2623074000,개금1동,김밥/만두/분식,I21007,17,26430000
2623074000,개금1동,아이스크림/빙수,I21008,4,26430000
2623074000,개금1동,그 외 기타 간이 음식점,I21099,3,7400000
2623074000,개금1동,일반 유흥주점,I21101,21,11400000
2623074000,개금1동,무도 유흥주점,I21102,,
2623074000,개금1동,생맥주 전문,I21103,10,17730000
2623074000,개금1동,요리주점,I21104,27,10110000
2623074000,개금1동,카페,I21201,45,26430000
2623075000,개금2동,백반/한정식,I20101,14,13700000
2623075000,개금2동,국/탕/찌개류,I20102,1,19390000
2623075000,개금2동,족발/보쌈,I20103,,
2623075000,개금2동,전/부침개,I20104,,
2623075000,개금2동,국수/칼국수,I20105,3,32380000
2623075000,개금2동,냉면/밀면,I20106,1,26970000
2623075000,개금2동,돼지고기 구이/찜,I20107,2,21840000
2623075000,개금2동,소고기 구이/찜,I20108,,
